original_order,file,language,corpus,participant,.,sex,.,.,role,.,name,line,token,environment,tier,stem,nullovert,pre/post,animacy,person,number,tma,reference_utt,reference_turn,embedding,notes,
8012,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2062,?,cuál escoges ?%mor: pro:int|cuál=which v|escoge-2S&PRES=select ?,%mor:,0,,,,0,0,0,,,,,
8013,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2062,v|escoge-2s&pres=select,cuál escoges ?%mor: pro:int|cuál=which v|escoge-2S&PRES=select ?,%svd:,escoger,0,,1,2,s,pres,,same,,,
8014,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2064,.,rojo .%mor: adj|rojo-m=red .,%mor:,0,,,,0,0,0,,,,,
8015,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2066,.,"a_ver, rojo .%mor: co|a_ver=lets_see cm|cm adj|rojo-m=red .",%mor:,0,,,,0,0,0,,,,,
8016,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2068,.,neg(r)o .%mor: adj|negro-m=black .,%mor:,0,,,,0,0,0,,,,,
8017,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2070,.,"mira, es para que te veas .%mor: co|mira=look cm|cm cop|se-3S&PRES=be prep|para=for pro:rel|que=that pro:obj|te=you v|ve-2S&SUB&PRES=see .",%mor:,0,,,,0,0,0,,,,,
8018,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2070,cop|se-3s&pres=be,"mira, es para que te veas .%mor: co|mira=look cm|cm cop|se-3S&PRES=be prep|para=for pro:rel|que=that pro:obj|te=you v|ve-2S&SUB&PRES=see .",%svd:,ser,0,,0,3,s,pres,,,,,
8019,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2070,v|ve-2s&sub&pres=see,"mira, es para que te veas .%mor: co|mira=look cm|cm cop|se-3S&PRES=be prep|para=for pro:rel|que=that pro:obj|te=you v|ve-2S&SUB&PRES=see .",%svd:,ver,0,,1,2,s,sub&pres,switch,switch,,,
8020,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2073,.,&ajá aquí es pa(ra) te vea(s) .%mor: adv|aquí=here cop|se-3S&PRES=be prep|para=for pro:obj|te=you v|ve-2S&SUB&PRES=see .,%mor:,0,,,,0,0,0,,,,,
8021,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2073,cop|se-3s&pres=be,&ajá aquí es pa(ra) te vea(s) .%mor: adv|aquí=here cop|se-3S&PRES=be prep|para=for pro:obj|te=you v|ve-2S&SUB&PRES=see .,%svd:,ser,0,,0,3,s,pres,,,,,
8022,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2073,v|ve-2s&sub&pres=see,&ajá aquí es pa(ra) te vea(s) .%mor: adv|aquí=here cop|se-3S&PRES=be prep|para=for pro:obj|te=you v|ve-2S&SUB&PRES=see .,%svd:,ver,0,,1,2,s,sub&pres,switch,switch,,,
8023,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2076,.,y yo escojo morado .%mor: coord|y=and pro:sub|yo=I v|escoge-1S&PRES=select adj|morado-m=purple .,%mor:,0,,,,0,0,0,,,,,
8024,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2076,v|escoge-1s&pres=select,y yo escojo morado .%mor: coord|y=and pro:sub|yo=I v|escoge-1S&PRES=select adj|morado-m=purple .,%svd:,escoger,1,,1,1,s,pres,,switch,,,
8025,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2079,?,"y si no son iguales, entonces ?%mor: coord|y=and conj|si=if adv|no=no cop|se-3P&PRES=be v|iguala-2S&SUB&PRES=equalize cm|cm co|entonces ?",%mor:,0,,,,0,0,0,,,,,
8026,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2079,cop|se-3p&pres=be,"y si no son iguales, entonces ?%mor: coord|y=and conj|si=if adv|no=no cop|se-3P&PRES=be v|iguala-2S&SUB&PRES=equalize cm|cm co|entonces ?",%svd:,ser,0,,0,3,p,pres,,,,,
8027,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2079,v|iguala-2s&sub&pres=equalize,"y si no son iguales, entonces ?%mor: coord|y=and conj|si=if adv|no=no cop|se-3P&PRES=be v|iguala-2S&SUB&PRES=equalize cm|cm co|entonces ?",%svd:,igualar,na,na,na,na,na,na,na,na,na,tag error,
8028,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2082,?,+< morado ?%mor: adj|morado-m=purple ?,%mor:,0,,,,0,0,0,,,,,
8029,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2084,?,"pero no hay morado, o sí ?%mor: conj|pero=but adv|no=no v|habe-3S&PRES&SPEC=have adj|morado-m=purple cm|cm coord|o=or co|sí=yes ?",%mor:,0,,,,0,0,0,,,,,
8030,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2084,v|habe-3s&pres&spec=have,"pero no hay morado, o sí ?%mor: conj|pero=but adv|no=no v|habe-3S&PRES&SPEC=have adj|morado-m=purple cm|cm coord|o=or co|sí=yes ?",%svd:,haber,na,na,na,na,na,na,na,na,na,exclude,
8031,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2087,.,"no, mira éste mamá .%mor: adv|no=no cm|cm co|mira=look pro:dem|éste=this_one n|mamá&f=mommy .",%mor:,0,,,,0,0,0,,,,,
8032,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2089,?,"es rojo, no ?%mor: cop|se-3S&PRES=be adj|rojo-m=red cm|cm co|no=no ?",%mor:,0,,,,0,0,0,,,,,
8033,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2089,cop|se-3s&pres=be,"es rojo, no ?%mor: cop|se-3S&PRES=be adj|rojo-m=red cm|cm co|no=no ?",%svd:,ser,0,,0,3,s,pres,,,,,
8034,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2091,.,&ah es que aquí está el morado .%mor: cop|se-3S&PRES=be prep|que=than adv|aquí=here cop|esta-3S&PRES=be det:art|el&m&SG=the adj|morado-m=purple .,%mor:,0,,,,0,0,0,,,,,
8035,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2091,cop|se-3s&pres=be,&ah es que aquí está el morado .%mor: cop|se-3S&PRES=be prep|que=than adv|aquí=here cop|esta-3S&PRES=be det:art|el&m&SG=the adj|morado-m=purple .,%svd:,ser,na,na,na,na,na,na,na,na,na,exclude,
8036,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2091,cop|esta-3s&pres=be,&ah es que aquí está el morado .%mor: cop|se-3S&PRES=be prep|que=than adv|aquí=here cop|esta-3S&PRES=be det:art|el&m&SG=the adj|morado-m=purple .,%svd:,estar,DP-def,,0,3,s,pres,,,,,
8037,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2094,.,pero aquí no .%mor: conj|pero=but adv|aquí=here adv|no=no .,%mor:,0,,,,0,0,0,,,,,
8038,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2096,!,"amarillo, amarillo !%mor: adj|amarillo-m=yellow cm|cm adj|amarillo-m=yellow !",%mor:,0,,,,0,0,0,,,,,
8039,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2098,.,"amarillo, ahí está el amarillo .%mor: adj|amarillo-m=yellow cm|cm adv|ahí=there cop|esta-3S&PRES=be det:art|el&m&SG=the adj|amarillo-m=yellow .",%mor:,0,,,,0,0,0,,,,,
8040,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2098,cop|esta-3s&pres=be,"amarillo, ahí está el amarillo .%mor: adj|amarillo-m=yellow cm|cm adv|ahí=there cop|esta-3S&PRES=be det:art|el&m&SG=the adj|amarillo-m=yellow .",%svd:,estar,DP-def,,0,3,s,pres,,,,,
8041,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2101,.,"a mí, a mí me gusta má(s) .%mor: aprep|a=to pro:prep|mí=me cm|cm aprep|a=to pro:prep|mí=me pro:obj|me=me v|gusta-3S&PRES=like adv|más=more .",%mor:,0,,,,0,0,0,,,,,
8042,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2101,v|gusta-3s&pres=like,"a mí, a mí me gusta má(s) .%mor: aprep|a=to pro:prep|mí=me cm|cm aprep|a=to pro:prep|mí=me pro:obj|me=me v|gusta-3S&PRES=like adv|más=more .",%svd:,gustar,na,na,na,na,na,na,na,na,na,gustar-type,
8043,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2104,.,ya .%mor: adv|ya=already .,%mor:,0,,,,0,0,0,,,,,
8044,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2106,.,el azul .%mor: det:art|el&m&SG=the adj|azul=blue .,%mor:,0,,,,0,0,0,,,,,
8045,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2108,?,+< xx la pizza ?%mor: det:art|el&f&SG=the n|pizza&f=pizza ?,%mor:,0,,,,0,0,0,,,,,
8046,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2110,.,a sí seto [: es cierto] .%mor: aprep|a=to co|sí=yes cop|se-3S&PRES=be adj|cierto-m=certain .,%mor:,0,,,,0,0,0,,,,,
8047,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2110,cop|se-3s&pres=be,a sí seto [: es cierto] .%mor: aprep|a=to co|sí=yes cop|se-3S&PRES=be adj|cierto-m=certain .,%svd:,ser,na,na,na,na,na,na,na,na,na,clausal referent,
8048,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2112,.,"sácale, mamá, del horno .%mor: imp|saca-2S&IMP~pro:clit|3S=bring_out cm|cm n|mamá&f=mommy cm|cm prep|de~det:art|el&m=of n|horno&m=oven .",%mor:,0,,,,0,0,0,,,,,
8049,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2115,.,ya está lista mi pizza .%mor: adv|ya=already cop|esta-3S&PRES=be adj|listo-f=ready det:poss|mi=my n|pizza&f=pizza .,%mor:,0,,,,0,0,0,,,,,
8050,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2115,cop|esta-3s&pres=be,ya está lista mi pizza .%mor: adv|ya=already cop|esta-3S&PRES=be adj|listo-f=ready det:poss|mi=my n|pizza&f=pizza .,%svd:,estar,DP-def,,0,3,s,pres,,,,,
8051,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2118,?,"ahorita te hago tu pizza, &ajá ?%mor: adv|ahora-DIM=now pro:obj|te=you v|hace-1S&PRES=do det:poss|tu=your n|pizza&f=pizza cm|cm ?",%mor:,0,,,,0,0,0,,,,,
8052,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2118,v|hace-1s&pres=do,"ahorita te hago tu pizza, &ajá ?%mor: adv|ahora-DIM=now pro:obj|te=you v|hace-1S&PRES=do det:poss|tu=your n|pizza&f=pizza cm|cm ?",%svd:,hacer,0,,1,1,s,pres,,switch,,,
8053,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2121,?,sí ?%mor: co|sí=yes ?,%mor:,0,,,,0,0,0,,,,,
8054,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2123,.,+< &mhm .,%mor:,0,,,,0,0,0,,,,,
8055,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2124,.,ésta t(i)ene que estar aquí .%mor: pro:dem|éste-f=this_one v|tene-3S&PRES=have prep|que=than inf|esta-INF=be adv|aquí=here .,%mor:,0,,,,0,0,0,,,,,
8056,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2124,v|tene-3s&pres=have,ésta t(i)ene que estar aquí .%mor: pro:dem|éste-f=this_one v|tene-3S&PRES=have prep|que=than inf|esta-INF=be adv|aquí=here .,%svd:,tener,DP-dem,,0,3,s,pres,,,,,
8057,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2127,.,voy a voy a conta(r) ot(r)o .%mor: v|i-1S&PRES=go aprep|a=to v|i-1S&PRES=go aprep|a=to inf|conta-INF=count_tell pro:indef|otro-m=other .,%mor:,0,,,,0,0,0,,,,,
8058,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2127,v|i-1s&pres=go,voy a voy a conta(r) ot(r)o .%mor: v|i-1S&PRES=go aprep|a=to v|i-1S&PRES=go aprep|a=to inf|conta-INF=count_tell pro:indef|otro-m=other .,%svd:,ir,na,na,na,na,na,na,na,na,na,false start,
8059,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2127,v|i-1s&pres=go,voy a voy a conta(r) ot(r)o .%mor: v|i-1S&PRES=go aprep|a=to v|i-1S&PRES=go aprep|a=to inf|conta-INF=count_tell pro:indef|otro-m=other .,%svd:,ir,0,,1,1,s,pres,,switch,,,
8060,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2130,?,"mientras (.) voy acomodando, &ajá ?%mor: adv|mientras=while v|i-1S&PRES=go part|acomoda-PROG=adjust cm|cm ?",%mor:,0,,,,0,0,0,,,,,
8061,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2130,v|i-1s&pres=go,"mientras (.) voy acomodando, &ajá ?%mor: adv|mientras=while v|i-1S&PRES=go part|acomoda-PROG=adjust cm|cm ?",%svd:,ir,0,,1,1,s,pres,,same,,,
8062,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2132,.,&ajá .,%mor:,0,,,,0,0,0,,,,,
8063,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2133,.,&ah encont(r)amos pizzas .%mor: v|encontra-1P&PRES&PRET=find n|pizza&f-PL=pizza .,%mor:,0,,,,0,0,0,,,,,
8064,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2133,v|encontra-1p&pres&pret=find,&ah encont(r)amos pizzas .%mor: v|encontra-1P&PRES&PRET=find n|pizza&f-PL=pizza .,%svd:,encontrar,0,,1,1,p,pres,,,,,
8065,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2135,?,no quieres tene(r) éste ?%mor: adv|no=no v|quere-2S&PRES=want inf|tene-INF=have pro:dem|éste=this_one ?,%mor:,0,,,,0,0,0,,,,,
8066,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2135,v|quere-2s&pres=want,no quieres tene(r) éste ?%mor: adv|no=no v|quere-2S&PRES=want inf|tene-INF=have pro:dem|éste=this_one ?,%svd:,querer,0,,1,2,s,pres,,switch,,,
8067,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2138,?,cuál ?%mor: pro:int|cuál=which ?,%mor:,0,,,,0,0,0,,,,,
8068,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2140,.,&mhm .,%mor:,0,,,,0,0,0,,,,,
8069,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2141,.,"&ay mira, hay otro verde .%mor: co|mira=look cm|cm v|habe-3S&PRES&SPEC=have pro:indef|otro-m=other adj|verde=green .",%mor:,0,,,,0,0,0,,,,,
8070,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2141,v|habe-3s&pres&spec=have,"&ay mira, hay otro verde .%mor: co|mira=look cm|cm v|habe-3S&PRES&SPEC=have pro:indef|otro-m=other adj|verde=green .",%svd:,haber,na,na,na,na,na,na,na,na,na,exclude,
8071,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2144,?,xxx que tener éste ?%mor: prep|que=than inf|tene-INF=have pro:dem|éste=this_one ?,%mor:,0,,,,0,0,0,,,,,
8072,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2146,.,xx .,%mor:,0,,,,0,0,0,,,,,
8073,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2147,.,el verde .%mor: det:art|el&m&SG=the adj|verde=green .,%mor:,0,,,,0,0,0,,,,,
8074,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2149,?,"va a hacer la pizza pa(ra) las dos, &ajá ?%mor: v|i-3S&PRES=go aprep|a=to inf|hace-INF=do det:art|el&f&SG=the n|pizza&f=pizza prep|para=for det:art|el&f-PL=the det:num|dos=two cm|cm ?",%mor:,0,,,,0,0,0,,,,,
8075,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2149,v|i-3s&pres=go,"va a hacer la pizza pa(ra) las dos, &ajá ?%mor: v|i-3S&PRES=go aprep|a=to inf|hace-INF=do det:art|el&f&SG=the n|pizza&f=pizza prep|para=for det:art|el&f-PL=the det:num|dos=two cm|cm ?",%svd:,ir,0,,1,3,s,pres,,,,unclear reference,
8076,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2153,.,&mhm .,%mor:,0,,,,0,0,0,,,,,
8077,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2154,.,"va a hacer las pizzas en las, pa(ra) las dos .%mor: v|i-3S&PRES=go aprep|a=to inf|hace-INF=do det:art|el&f-PL=the n|pizza&f-PL=pizza prep|en=in det:art|el&f-PL=the cm|cm prep|para=for det:art|el&f-PL=the det:num|dos=two .",%mor:,0,,,,0,0,0,,,,,
8078,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2154,v|i-3s&pres=go,"va a hacer las pizzas en las, pa(ra) las dos .%mor: v|i-3S&PRES=go aprep|a=to inf|hace-INF=do det:art|el&f-PL=the n|pizza&f-PL=pizza prep|en=in det:art|el&f-PL=the cm|cm prep|para=for det:art|el&f-PL=the det:num|dos=two .",%svd:,ir,0,,1,3,s,pres,,,,,
8079,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2158,+/.,&ay xx necesita un á(r)bol +/.%mor: v|necesita-3S&PRES=need det:art|un&m=one n|árbol&m=tree +/.,%mor:,0,,,,0,0,0,,,,,
8080,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2158,v|necesita-3s&pres=need,&ay xx necesita un á(r)bol +/.%mor: v|necesita-3S&PRES=need det:art|un&m=one n|árbol&m=tree +/.,%svd:,necesitar,na,na,na,na,na,na,na,na,na,can't analyze,
8081,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2160,.,es una flor .%mor: cop|se-3S&PRES=be det:art|un-f=one n|flor&f=blossom .,%mor:,0,,,,0,0,0,,,,,
8082,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2160,cop|se-3s&pres=be,es una flor .%mor: cop|se-3S&PRES=be det:art|un-f=one n|flor&f=blossom .,%svd:,ser,0,,0,3,s,pres,,,,,
8083,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2162,.,necesito un á(r)bol de navidad .%mor: v|necesita-1S&PRES=need det:art|un&m=one n|árbol&m=tree prep|de=of n|navidad&f=christmas .,%mor:,0,,,,0,0,0,,,,,
8084,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2162,v|necesita-1s&pres=need,necesito un á(r)bol de navidad .%mor: v|necesita-1S&PRES=need det:art|un&m=one n|árbol&m=tree prep|de=of n|navidad&f=christmas .,%svd:,necesitar,0,,1,1,s,pres,,,,,
8085,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2165,?,qué es ?%mor: pro:int|qué=what cop|se-3S&PRES=be ?,%mor:,0,,,,0,0,0,,,,,
8086,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2165,cop|se-3s&pres=be,qué es ?%mor: pro:int|qué=what cop|se-3S&PRES=be ?,%svd:,ser,0,,0,3,s,pres,,,,,
8087,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2167,.,un á(r)bol de navidad .%mor: det:art|un&m=one n|árbol&m=tree prep|de=of n|navidad&f=christmas .,%mor:,0,,,,0,0,0,,,,,
8088,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2169,.,"&ay, mira .%mor: cm|cm co|mira=look .",%mor:,0,,,,0,0,0,,,,,
8089,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2172,.,aquí mira .%mor: adv|aquí=here co|mira=look .,%mor:,0,,,,0,0,0,,,,,
8090,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2174,.,"no, no se va a caer .%mor: co|no=no cm|cm adv|no=no pro:refl|se=itself v|i-3S&PRES=go aprep|a=to inf|cae-INF=fall .",%mor:,0,,,,0,0,0,,,,,
8091,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2174,v|i-3s&pres=go,"no, no se va a caer .%mor: co|no=no cm|cm adv|no=no pro:refl|se=itself v|i-3S&PRES=go aprep|a=to inf|cae-INF=fall .",%svd:,ir,0,,0,3,s,pres,,,,,
8092,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2177,.,&ah ya sé ya sé ya sé .%mor: adv|ya=already v|sabe-1S&PRES=know adv|ya=already v|sabe-1S&PRES=know adv|ya=already v|sabe-1S&PRES=know .,%mor:,0,,,,0,0,0,,,,,
8093,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2177,v|sabe-1s&pres=know,&ah ya sé ya sé ya sé .%mor: adv|ya=already v|sabe-1S&PRES=know adv|ya=already v|sabe-1S&PRES=know adv|ya=already v|sabe-1S&PRES=know .,%svd:,saber,na,na,na,na,na,na,na,na,na,exclude,
8094,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2177,v|sabe-1s&pres=know,&ah ya sé ya sé ya sé .%mor: adv|ya=already v|sabe-1S&PRES=know adv|ya=already v|sabe-1S&PRES=know adv|ya=already v|sabe-1S&PRES=know .,%svd:,saber,na,na,na,na,na,na,na,na,na,repetition,
8095,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2177,v|sabe-1s&pres=know,&ah ya sé ya sé ya sé .%mor: adv|ya=already v|sabe-1S&PRES=know adv|ya=already v|sabe-1S&PRES=know adv|ya=already v|sabe-1S&PRES=know .,%svd:,saber,na,na,na,na,na,na,na,na,na,repetition,
8096,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2180,?,"ayúdame a pone(r) ésta, &ajá ?%mor: imp|ayuda-2S&IMP~pro:clit|1S=help aprep|a=to inf|pone-INF=put pro:dem|éste-f=this_one cm|cm ?",%mor:,0,,,,0,0,0,,,,,
8097,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2183,+/.,pon esto +/.%mor: imp|pone-2S&IMP=put pro:dem|esto=this_one +/.,%mor:,0,,,,0,0,0,,,,,
8098,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2185,?,para que no se caiga ?%mor: prep|para=for pro:rel|que=that adv|no=no pro:refl|se=itself v|cae-13S&SUB&PRES=fall ?,%mor:,0,,,,0,0,0,,,,,
8099,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2185,v|cae-13s&sub&pres=fall,para que no se caiga ?%mor: prep|para=for pro:rel|que=that adv|no=no pro:refl|se=itself v|cae-13S&SUB&PRES=fall ?,%svd:,caer,0,,0,3,s,sub&pres,,,,,
8100,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2188,.,"&ajá, pa(ra) no se caiga el á(r)bol de navidad .%mor: cm|cm prep|para=for adv|no=no pro:refl|se=itself v|cae-13S&SUB&PRES=fall det:art|el&m&SG=the n|árbol&m=tree prep|de=of n|navidad&f=christmas .",%mor:,0,,,,0,0,0,,,,,
8101,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2188,v|cae-13s&sub&pres=fall,"&ajá, pa(ra) no se caiga el á(r)bol de navidad .%mor: cm|cm prep|para=for adv|no=no pro:refl|se=itself v|cae-13S&SUB&PRES=fall det:art|el&m&SG=the n|árbol&m=tree prep|de=of n|navidad&f=christmas .",%svd:,caer,0,,0,3,s,sub&pres,,,,,
