original_order,file,filetype,language,corpus,participant,.,sex,.,.,role,.,name,line,token,environment,tier,stem,nullovert,animacy,person,number,tma,reference_utt,reference_turn,embedding,notes
9852,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,556,v|da-3s&pres=give,yo a mí me da pena también porque ella tiene cuatros [: cuatro] hijos y un nieto .%mor: pro:sub|yo=I aprep|a=to pro:prep|mí=me pro:obj|me=me v|da-3S&PRES=give n|pena&f=pain adv|también=also conj|porque=because pro:sub|ello-f=he v|tene-3S&PRES=have det:num|cuatro=four n|hijo-m-PL=child coord|y=and det:art|un&m=one n|nieto-m=grandchild .,%svd:,dar,na,na,na,na,na,na,na,na,gustar-type verb
9853,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,556,v|tene-3s&pres=have,yo a mí me da pena también porque ella tiene cuatros [: cuatro] hijos y un nieto .%mor: pro:sub|yo=I aprep|a=to pro:prep|mí=me pro:obj|me=me v|da-3S&PRES=give n|pena&f=pain adv|también=also conj|porque=because pro:sub|ello-f=he v|tene-3S&PRES=have det:num|cuatro=four n|hijo-m-PL=child coord|y=and det:art|un&m=one n|nieto-m=grandchild .,%svd:,tener,1,1,3,s,pres,,switch,,
9854,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,563,.,claro .%mor: co|claro=obvious .,%mor:,0,,,0,0,0,,,,
9855,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,565,.,y hubiese pensado en ellos .%mor: coord|y=and v|habe-13S&SUB&PAS=have part|pensa-PPART-m=think prep|en=in pro:sub|ello-m-PL=he .,%mor:,0,,,0,0,0,,,,
9856,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,565,v|habe-13s&sub&pas=have,y hubiese pensado en ellos .%mor: coord|y=and v|habe-13S&SUB&PAS=have part|pensa-PPART-m=think prep|en=in pro:sub|ello-m-PL=he .,%svd:,haber,0,1,3,s,pas,,,,
9857,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,568,cop|se-3s&pres=be,no es +/.%mor: adv|no=no cop|se-3S&PRES=be +/.,%mor:,0,,,0,0,0,,,,
9857,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,568,cop|se-3s&pres=be,no es +/.%mor: adv|no=no cop|se-3S&PRES=be +/.,%svd:,ser,na,na,na,na,na,na,na,na,can't analyze
9858,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,570,.,"también, no .%mor: adv|también=also cm|cm co|no=no .",%mor:,0,,,0,0,0,,,,
9859,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,572,.,"sí, totalmente .%mor: co|sí=yes cm|cm adv:adj|total-ADV=total .",%mor:,0,,,0,0,0,,,,
9860,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,574,.,+< oye eso claro .%mor: v|oí-3S&PRES=hear pro:dem|eso=that_one co|claro=obvious .,%mor:,0,,,0,0,0,,,,
9861,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,574,v|oí-3s&pres=hear,+< oye eso claro .%mor: v|oí-3S&PRES=hear pro:dem|eso=that_one co|claro=obvious .,%svd:,oír,na,na,na,na,na,na,na,na,tag error
9862,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,579,.,"bueno, ella se fue a Paraguay, siguiendo el tratamiento en Paraguay .%mor: co|bueno=good cm|cm pro:sub|ello-f=he pro:refl|se=itself v|i-3S&PRET=go aprep|a=to n:prop|Paraguay cm|cm part|segui-PROG=follow det:art|el&m&SG=the n|tratamiento&m=treatment prep|en=in n:prop|Paraguay .",%mor:,0,,,0,0,0,,,,
9863,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,579,v|i-3s&pret=go,"bueno, ella se fue a Paraguay, siguiendo el tratamiento en Paraguay .%mor: co|bueno=good cm|cm pro:sub|ello-f=he pro:refl|se=itself v|i-3S&PRET=go aprep|a=to n:prop|Paraguay cm|cm part|segui-PROG=follow det:art|el&m&SG=the n|tratamiento&m=treatment prep|en=in n:prop|Paraguay .",%svd:,ir,1,1,3,s,pret,,,,
9864,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,584,?,"&ah, se volvió para allá ?%mor: cm|cm pro:refl|se=itself v|volve-3S&PRET=turn prep|para=for adv|allá=there ?",%mor:,0,,,0,0,0,,,,
9865,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,584,v|volve-3s&pret=turn,"&ah, se volvió para allá ?%mor: cm|cm pro:refl|se=itself v|volve-3S&PRET=turn prep|para=for adv|allá=there ?",%svd:,volver,0,1,3,s,pret,,,,
9866,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,587,v|i-3s&pret=go,"sí, si ella se fue de vacaciones el +/.%mor: co|sí=yes cm|cm conj|si=if pro:sub|ello-f=he pro:refl|se=itself v|i-3S&PRET=go prep|de=of n|vacación&f-PL=vacation det:art|el&m&SG=the +/.",%mor:,0,,,0,0,0,,,,
9866,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,587,v|i-3s&pret=go,"sí, si ella se fue de vacaciones el +/.%mor: co|sí=yes cm|cm conj|si=if pro:sub|ello-f=he pro:refl|se=itself v|i-3S&PRET=go prep|de=of n|vacación&f-PL=vacation det:art|el&m&SG=the +/.",%svd:,ir,1,1,3,s,pret,,,,
9867,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,591,.,"como lo(s) hermano(s) la vieron tan mal, bueno se la llevaron al xxx y quedó de una internada .%mor: adv|como=like det:art|el&m-PL=the n|hermano-m-PL=sibling pro:head|la&f=she v|ve-3P&PRET=see adv|tan=such adv|mal=badly cm|cm co|bueno=good pro:refl|se=itself det:art|el&f&SG=the v|lleva-3P&PRET=carry aprep|a~det:art|el&m=to coord|y=and v|queda-3S&PRET=stay prep|de=of det:art|un-f=one part|interna-PPART-f=admit into .",%mor:,0,,,0,0,0,,,,
9868,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,591,v|ve-3p&pret=see,"como lo(s) hermano(s) la vieron tan mal, bueno se la llevaron al xxx y quedó de una internada .%mor: adv|como=like det:art|el&m-PL=the n|hermano-m-PL=sibling pro:head|la&f=she v|ve-3P&PRET=see adv|tan=such adv|mal=badly cm|cm co|bueno=good pro:refl|se=itself det:art|el&f&SG=the v|lleva-3P&PRET=carry aprep|a~det:art|el&m=to coord|y=and v|queda-3S&PRET=stay prep|de=of det:art|un-f=one part|interna-PPART-f=admit into .",%svd:,ver,DP-def,1,3,p,pret,,switch,,
9869,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,591,v|lleva-3p&pret=carry,"como lo(s) hermano(s) la vieron tan mal, bueno se la llevaron al xxx y quedó de una internada .%mor: adv|como=like det:art|el&m-PL=the n|hermano-m-PL=sibling pro:head|la&f=she v|ve-3P&PRET=see adv|tan=such adv|mal=badly cm|cm co|bueno=good pro:refl|se=itself det:art|el&f&SG=the v|lleva-3P&PRET=carry aprep|a~det:art|el&m=to coord|y=and v|queda-3S&PRET=stay prep|de=of det:art|un-f=one part|interna-PPART-f=admit into .",%svd:,llevar,0,1,3,p,pret,same,same,,
9870,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,591,v|queda-3s&pret=stay,"como lo(s) hermano(s) la vieron tan mal, bueno se la llevaron al xxx y quedó de una internada .%mor: adv|como=like det:art|el&m-PL=the n|hermano-m-PL=sibling pro:head|la&f=she v|ve-3P&PRET=see adv|tan=such adv|mal=badly cm|cm co|bueno=good pro:refl|se=itself det:art|el&f&SG=the v|lleva-3P&PRET=carry aprep|a~det:art|el&m=to coord|y=and v|queda-3S&PRET=stay prep|de=of det:art|un-f=one part|interna-PPART-f=admit into .",%svd:,quedar,0,1,3,s,pret,switch,switch,,
9871,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,599,.,"&ah y quedó allá, okey, claro .%mor: coord|y=and v|queda-3S&PRET=stay adv|allá=there cm|cm co|okey cm|cm co|claro=obvious .",%mor:,0,,,0,0,0,,,,
9872,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,599,v|queda-3s&pret=stay,"&ah y quedó allá, okey, claro .%mor: coord|y=and v|queda-3S&PRET=stay adv|allá=there cm|cm co|okey cm|cm co|claro=obvious .",%svd:,quedar,0,1,3,s,pret,,,,
9873,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,602,.,"y bueno, se llevó al bebé que ahora tiene un año .%mor: coord|y=and co|bueno=good cm|cm pro:refl|se=itself v|lleva-3S&PRET=carry aprep|a~det:art|el&m=to n|bebé&m=baby prep|que=than adv|ahora=now v|tene-3S&PRES=have det:art|un&m=one n|año&m=year .",%mor:,0,,,0,0,0,,,,
9874,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,602,v|lleva-3s&pret=carry,"y bueno, se llevó al bebé que ahora tiene un año .%mor: coord|y=and co|bueno=good cm|cm pro:refl|se=itself v|lleva-3S&PRET=carry aprep|a~det:art|el&m=to n|bebé&m=baby prep|que=than adv|ahora=now v|tene-3S&PRES=have det:art|un&m=one n|año&m=year .",%svd:,llevar,0,1,3,s,pret,,,,
9875,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,602,v|tene-3s&pres=have,"y bueno, se llevó al bebé que ahora tiene un año .%mor: coord|y=and co|bueno=good cm|cm pro:refl|se=itself v|lleva-3S&PRET=carry aprep|a~det:art|el&m=to n|bebé&m=baby prep|que=than adv|ahora=now v|tene-3S&PRES=have det:art|un&m=one n|año&m=year .",%svd:,tener,na,na,na,na,na,na,na,na,relative clause
9876,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,607,v|tene-3s&pres=have,tiene una ne(na) +/.%mor: v|tene-3S&PRES=have det:art|un-f=one n|nena&f=baby +/.,%mor:,0,,,0,0,0,,,,
9876,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,607,v|tene-3s&pres=have,tiene una ne(na) +/.%mor: v|tene-3S&PRES=have det:art|un-f=one n|nena&f=baby +/.,%svd:,tener,0,1,3,s,pres,,switch,,
9877,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,609,?,"es agua amor, quiere(s) tomar ?%mor: cop|se-3S&PRES=be n|agua&f=water co:voc|amor=love cm|cm v|quere-2S&PRES=want inf|toma-INF=take ?",%mor:,0,,,0,0,0,,,,
9878,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,609,cop|se-3s&pres=be,"es agua amor, quiere(s) tomar ?%mor: cop|se-3S&PRES=be n|agua&f=water co:voc|amor=love cm|cm v|quere-2S&PRES=want inf|toma-INF=take ?",%svd:,ser,0,0,3,s,pres,,,,
9879,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,609,v|quere-2s&pres=want,"es agua amor, quiere(s) tomar ?%mor: cop|se-3S&PRES=be n|agua&f=water co:voc|amor=love cm|cm v|quere-2S&PRES=want inf|toma-INF=take ?",%svd:,querer,0,1,2,s,pres,switch,switch,,morfological error
9880,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,612,.,no .%mor: adv|no=no .,%mor:,0,,,0,0,0,,,,
9881,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,614,.,bueno .%mor: co|bueno=good .,%mor:,0,,,0,0,0,,,,
9882,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,616,.,queré(s) má(s) galle(tas) cualquier cosa .%mor: v|quere-2S&PRES=want adv|más=more n|galleta&f-PL=biscuit det:indef|cualquier&m=whichever n|cosa&f=thing .,%mor:,0,,,0,0,0,,,,
9883,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,616,v|quere-2s&pres=want,queré(s) má(s) galle(tas) cualquier cosa .%mor: v|quere-2S&PRES=want adv|más=more n|galleta&f-PL=biscuit det:indef|cualquier&m=whichever n|cosa&f=thing .,%svd:,querer,0,1,2,s,pres,,,,
9884,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,619,.,xxx tranquila lo que vo(s) quieras .%mor: adj|tranquilo-f=calm pro:obj|lo&m=him pro:rel|que=that pro:obj|vos=you v|quere-2S&SUB&PRES=want .,%mor:,0,,,0,0,0,,,,
9885,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,619,v|quere-2s&sub&pres=want,xxx tranquila lo que vo(s) quieras .%mor: adj|tranquilo-f=calm pro:obj|lo&m=him pro:rel|que=that pro:obj|vos=you v|quere-2S&SUB&PRES=want .,%svd:,querer,1,1,2,s,sub&pres,,same,,
9886,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,622,v|desespera-3s&pres=exasperate,"la verda(d) que a mí me &de, me deses(pera), me +/.%mor: det:art|el&f&SG=the n|verdad&f=truth prep|que=than aprep|a=to pro:prep|mí=me pro:obj|me=me cm|cm pro:obj|me=me v|desespera-3S&PRES=exasperate cm|cm pro:obj|me=me +/.",%mor:,0,,,0,0,0,,,,
9886,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,622,v|desespera-3s&pres=exasperate,"la verda(d) que a mí me &de, me deses(pera), me +/.%mor: det:art|el&f&SG=the n|verdad&f=truth prep|que=than aprep|a=to pro:prep|mí=me pro:obj|me=me cm|cm pro:obj|me=me v|desespera-3S&PRES=exasperate cm|cm pro:obj|me=me +/.",%svd:,desesperar,na,na,na,na,na,na,na,na,false start
9887,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,626,v|senti-1s&pres=feel,"para mí me siento muy dece(p)cionada porque pensé que ella dice +""/.%mor: prep|para=for pro:prep|mí=me pro:obj|me=me v|senti-1S&PRES=feel adv|muy=very part|decepciona-PPART-f=deceive conj|porque=because v|pensa-1S&PRET=think prep|que=than pro:sub|ello-f=he v|deci-3S&PRES=say +""/.",%mor:,0,,,0,0,0,,,,
9887,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,626,v|senti-1s&pres=feel,"para mí me siento muy dece(p)cionada porque pensé que ella dice +""/.%mor: prep|para=for pro:prep|mí=me pro:obj|me=me v|senti-1S&PRES=feel adv|muy=very part|decepciona-PPART-f=deceive conj|porque=because v|pensa-1S&PRET=think prep|que=than pro:sub|ello-f=he v|deci-3S&PRES=say +""/.",%svd:,sentir,0,1,1,s,pres,,,,
9888,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,626,v|pensa-1s&pret=think,"para mí me siento muy dece(p)cionada porque pensé que ella dice +""/.%mor: prep|para=for pro:prep|mí=me pro:obj|me=me v|senti-1S&PRES=feel adv|muy=very part|decepciona-PPART-f=deceive conj|porque=because v|pensa-1S&PRET=think prep|que=than pro:sub|ello-f=he v|deci-3S&PRES=say +""/.",%svd:,pensar,0,1,1,s,pret,same,same,,
9889,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,626,v|deci-3s&pres=say,"para mí me siento muy dece(p)cionada porque pensé que ella dice +""/.%mor: prep|para=for pro:prep|mí=me pro:obj|me=me v|senti-1S&PRES=feel adv|muy=very part|decepciona-PPART-f=deceive conj|porque=because v|pensa-1S&PRET=think prep|que=than pro:sub|ello-f=he v|deci-3S&PRES=say +""/.",%svd:,decir,1,1,3,s,pres,switch,switch,,
9890,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,631,.,+< claro .%mor: co|claro=obvious .,%mor:,0,,,0,0,0,,,,
9891,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,633,.,"+"" lo(s) quiero tanto a mis hijo(s), lo(s) quiero tanto a mis hijo(s) .%mor: pro:obj|él&m-PL=he v|quere-1S&PRES=want adj|tanto-m=so_much aprep|a=to n|mis&f=teacher n|hijo-m-PL=child cm|cm pro:obj|él&m-PL=he v|quere-1S&PRES=want adj|tanto-m=so_much aprep|a=to n|mis&f=teacher n|hijo-m-PL=child .",%mor:,0,,,0,0,0,,,,
9892,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,633,v|quere-1s&pres=want,"+"" lo(s) quiero tanto a mis hijo(s), lo(s) quiero tanto a mis hijo(s) .%mor: pro:obj|él&m-PL=he v|quere-1S&PRES=want adj|tanto-m=so_much aprep|a=to n|mis&f=teacher n|hijo-m-PL=child cm|cm pro:obj|él&m-PL=he v|quere-1S&PRES=want adj|tanto-m=so_much aprep|a=to n|mis&f=teacher n|hijo-m-PL=child .",%svd:,querer,0,1,1,s,pres,,,,
9893,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,633,v|quere-1s&pres=want,"+"" lo(s) quiero tanto a mis hijo(s), lo(s) quiero tanto a mis hijo(s) .%mor: pro:obj|él&m-PL=he v|quere-1S&PRES=want adj|tanto-m=so_much aprep|a=to n|mis&f=teacher n|hijo-m-PL=child cm|cm pro:obj|él&m-PL=he v|quere-1S&PRES=want adj|tanto-m=so_much aprep|a=to n|mis&f=teacher n|hijo-m-PL=child .",%svd:,querer,na,na,na,na,na,na,na,na,repetition
9894,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,639,.,pero si uno quiere a sus hijo(s) primero tiene que e(s)tar bien para sus hijo(s) para poder cuidarlos .%mor: conj|pero=but conj|si=if pro:indef|uno=one v|quere-3S&PRES=want aprep|a=to co|sus n|hijo-m-PL=child adv|primero=first v|tene-3S&PRES=have prep|que=than inf|esta-INF=be adv|bien=well prep|para=for co|sus n|hijo-m-PL=child prep|para=for inf|pode-INF=can inf|cuida-INF~pro:clit|OBJ&m&PL=take_care .,%mor:,0,,,0,0,0,,,,
9895,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,639,v|quere-3s&pres=want,pero si uno quiere a sus hijo(s) primero tiene que e(s)tar bien para sus hijo(s) para poder cuidarlos .%mor: conj|pero=but conj|si=if pro:indef|uno=one v|quere-3S&PRES=want aprep|a=to co|sus n|hijo-m-PL=child adv|primero=first v|tene-3S&PRES=have prep|que=than inf|esta-INF=be adv|bien=well prep|para=for co|sus n|hijo-m-PL=child prep|para=for inf|pode-INF=can inf|cuida-INF~pro:clit|OBJ&m&PL=take_care .,%svd:,querer,DP-indef,1,3,s,pres,,,,
9896,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,639,v|tene-3s&pres=have,pero si uno quiere a sus hijo(s) primero tiene que e(s)tar bien para sus hijo(s) para poder cuidarlos .%mor: conj|pero=but conj|si=if pro:indef|uno=one v|quere-3S&PRES=want aprep|a=to co|sus n|hijo-m-PL=child adv|primero=first v|tene-3S&PRES=have prep|que=than inf|esta-INF=be adv|bien=well prep|para=for co|sus n|hijo-m-PL=child prep|para=for inf|pode-INF=can inf|cuida-INF~pro:clit|OBJ&m&PL=take_care .,%svd:,tener,0,1,3,s,pres,same,same,,
9897,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,646,v|quere-3s&pres=want,porque quién quiere decir que uno e(s)tá perdiendo mucho de peso +/.%mor: conj|porque=because pro:int|quién=who v|quere-3S&PRES=want inf|deci-INF=say prep|que=than pro:indef|uno=one aux|esta-3S&PRES=be part|perde-PROG=lose adv|mucho=much prep|de=of n|peso&m=weight +/.,%mor:,0,,,0,0,0,,,,
9897,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,646,v|quere-3s&pres=want,porque quién quiere decir que uno e(s)tá perdiendo mucho de peso +/.%mor: conj|porque=because pro:int|quién=who v|quere-3S&PRES=want inf|deci-INF=say prep|que=than pro:indef|uno=one aux|esta-3S&PRES=be part|perde-PROG=lose adv|mucho=much prep|de=of n|peso&m=weight +/.,%svd:,querer,wh,1,3,s,pres,,,,
9897,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,646,aux|esta-3S&PRES=be,porque quién quiere decir que uno e(s)tá perdiendo mucho de peso +/.%mor: conj|porque=because pro:int|quién=who v|quere-3S&PRES=want inf|deci-INF=say prep|que=than pro:indef|uno=one aux|esta-3S&PRES=be part|perde-PROG=lose adv|mucho=much prep|de=of n|peso&m=weight +/.,%svd:,estar,DP-indef,1,3,s,PRES,,,,
9898,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,654,.,"sí, no e(s) normal .%mor: co|sí=yes cm|cm co|no=no cop|se-3S&PRES=be adj|normal=normal .",%mor:,0,,,0,0,0,,,,
9899,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,654,cop|se-3s&pres=be,"sí, no e(s) normal .%mor: co|sí=yes cm|cm co|no=no cop|se-3S&PRES=be adj|normal=normal .",%svd:,ser,0,0,3,s,pres,,,,
9900,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,656,.,no es normal .%mor: adv|no=no cop|se-3S&PRES=be adj|normal=normal .,%mor:,0,,,0,0,0,,,,
9901,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,656,cop|se-3s&pres=be,no es normal .%mor: adv|no=no cop|se-3S&PRES=be adj|normal=normal .,%svd:,ser,0,0,3,s,pres,,,,
9902,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,658,v|deci-13s&pas=say,"y ella no(s), y ella no(s) decía +""/.%mor: coord|y=and pro:sub|ello-f=he pro:obj|nos=us cm|cm coord|y=and pro:sub|ello-f=he pro:obj|nos=us v|deci-13S&PAS=say +""/.",%mor:,0,,,0,0,0,,,,
9902,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,658,v|deci-13s&pas=say,"y ella no(s), y ella no(s) decía +""/.%mor: coord|y=and pro:sub|ello-f=he pro:obj|nos=us cm|cm coord|y=and pro:sub|ello-f=he pro:obj|nos=us v|deci-13S&PAS=say +""/.",%svd:,decir,1,1,3,s,pas,,switch,,
9903,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,661,.,"+"" sí, me e(s)toy yendo a mi(s) controles, sí e(s)toy yendo al nutricioni(s)ta .%mor: co|sí=yes cm|cm pro:obj|me=me aux|esta-1S&PRES=be part|i-PROG=go aprep|a=to n|mis&f=teacher n|control&m-PL=control cm|cm co|sí=yes aux|esta-1S&PRES=be part|i-PROG=go aprep|a~det:art|el&m=to n|nutricionista&m=nutritionist .",%mor:,0,,,0,0,0,,,,
9904,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,661,aux|esta-1s&pres=be,"+"" sí, me e(s)toy yendo a mi(s) controles, sí e(s)toy yendo al nutricioni(s)ta .%mor: co|sí=yes cm|cm pro:obj|me=me aux|esta-1S&PRES=be part|i-PROG=go aprep|a=to n|mis&f=teacher n|control&m-PL=control cm|cm co|sí=yes aux|esta-1S&PRES=be part|i-PROG=go aprep|a~det:art|el&m=to n|nutricionista&m=nutritionist .",%svd:,estar,0,1,1,s,pres,,,,
9905,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,661,aux|esta-1s&pres=be,"+"" sí, me e(s)toy yendo a mi(s) controles, sí e(s)toy yendo al nutricioni(s)ta .%mor: co|sí=yes cm|cm pro:obj|me=me aux|esta-1S&PRES=be part|i-PROG=go aprep|a=to n|mis&f=teacher n|control&m-PL=control cm|cm co|sí=yes aux|esta-1S&PRES=be part|i-PROG=go aprep|a~det:art|el&m=to n|nutricionista&m=nutritionist .",%svd:,estar,0,1,1,s,pres,same,same,,
9906,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,667,.,pero un nutricioni(s)ta si te ve(s) así con la(s) caderas afuera .%mor: conj|pero=but det:art|un&m=one n|nutricionista&m=nutritionist conj|si=if pro:obj|te=you v|ve-2S&PRES=see adv|así=thus prep|con=with det:art|el&f-PL=the n|cadera&f-PL=hip adv|afuera=outside .,%mor:,0,,,0,0,0,,,,
